City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
302,Boulder,US,11/9/2020 11:14,40.08,-105.35,41,41,90,2.59
303,Swan River,CA,11/9/2020 11:17,52.11,-101.27,14,92,100,5.82
304,Xining,CN,11/9/2020 11:17,36.62,101.77,44.1,43,0,2.35
305,Berlevag,NO,11/9/2020 11:17,70.86,29.09,35.6,86,90,31.09
306,Ponta Delgada,PT,11/9/2020 11:17,37.73,-25.67,64.4,59,20,11.41
307,Mayuge,UG,11/9/2020 11:17,0.46,33.48,77.81,71,6,2.55
308,Airai,TL,11/9/2020 11:17,-8.93,125.41,64.6,98,100,2.82
309,Langsa,ID,11/9/2020 11:13,4.47,97.97,78.55,87,100,3.31
310,Gisborne,NZ,11/9/2020 11:17,-38.65,178,50,96,97,4.79
311,Yumen,CN,11/9/2020 11:17,40.28,97.2,34.56,77,0,1.19
312,Labuhan,ID,11/9/2020 11:17,-6.88,112.21,85.23,66,100,2.57
313,Korla,CN,11/9/2020 11:13,41.76,86.15,46.87,43,47,5.48
314,Gejiu,CN,11/9/2020 11:17,23.31,103.16,50.38,85,18,3.94
315,Pisco,PE,11/9/2020 11:17,-13.7,-76.22,60.8,87,75,2.24
316,Kavaratti,IN,11/9/2020 11:17,10.57,72.64,84.16,74,17,9.28
317,Salisbury,GB,11/9/2020 11:16,51.07,-1.8,57.99,93,75,10.29
318,Batemans Bay,AU,11/9/2020 11:17,-35.72,150.18,52,95,0,4.99
319,Erenhot,CN,11/9/2020 11:17,43.65,111.98,37.67,64,0,3.15
320,San Patricio,US,11/9/2020 11:17,28.02,-97.52,68,100,20,5.82
321,Naro-Fominsk,RU,11/9/2020 11:17,55.39,36.73,39.99,64,0,11.18
322,Derzhavinsk,KZ,11/9/2020 11:17,51.1,66.32,39.45,94,100,20.27
