City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
159,Geraldton,AU,2020-11-09 11:16:35,-28.77,114.6,64.4,55,90,21.92
160,Fairhope,US,2020-11-09 11:16:36,30.52,-87.9,66.0,100,4,6.93
161,Thompson,CA,2020-11-09 11:16:36,55.74,-97.86,8.6,84,90,17.22
162,Arlit,NE,2020-11-09 11:16:36,18.74,7.39,79.86,22,0,2.26
163,Kavieng,PG,2020-11-09 11:16:36,-2.57,150.8,83.23,71,60,3.98
164,Pavlikeni,BG,2020-11-09 11:16:36,43.24,25.32,42.8,100,90,2.24
165,Ures,MX,2020-11-09 11:16:37,29.43,-110.4,48.99,73,0,0.96
166,Gamba,GA,2020-11-09 11:16:37,-2.65,10.0,74.71,93,100,9.42
167,Grootfontein,NA,2020-11-09 11:16:37,-19.57,18.12,93.58,13,2,10.13
168,Chernenko,RU,2020-11-09 11:16:37,44.37,39.31,61.57,44,0,3.76
169,Poya,NC,2020-11-09 11:16:38,-21.35,165.15,70.45,73,52,10.13
170,Nyazepetrovsk,RU,2020-11-09 11:16:38,56.05,59.6,30.92,97,100,13.56
171,Oruro,BO,2020-11-09 11:16:38,-17.98,-67.15,46.81,66,1,5.14
172,Upernavik,GL,2020-11-09 11:16:39,72.79,-56.15,-3.37,78,77,10.18
173,Bartica,GY,2020-11-09 11:16:39,6.4,-58.62,73.4,100,40,2.24
174,Butaritari,KI,2020-11-09 11:16:39,3.07,172.79,81.5,71,0,10.8
175,Vaini,TO,2020-11-09 11:16:40,-21.2,-175.2,69.8,94,20,3.36
176,Tres Passos,BR,2020-11-09 11:12:41,-27.46,-53.93,70.97,85,81,6.24
177,Passi,PH,2020-11-09 11:16:40,11.15,122.65,77.0,90,95,2.75
178,Hithadhoo,MV,2020-11-09 11:16:40,-0.6,73.08,84.7,73,97,13.04
179,Koshurnikovo,RU,2020-11-09 11:16:40,54.17,93.3,32.59,97,100,3.22
180,Jasper,US,2020-11-09 11:15:50,37.2,-94.35,64.4,88,20,8.05
181,Kjopsvik,NO,2020-11-09 11:16:41,68.1,16.37,42.01,60,75,16.11
182,Kupino,RU,2020-11-09 11:16:42,54.37,77.3,35.87,87,100,23.13
183,Tshikapa,CD,2020-11-09 11:16:42,-6.42,20.8,84.54,73,96,3.91
184,Saint-Philippe,RE,2020-11-09 11:16:42,-21.36,55.77,80.6,69,20,23.04
185,Havelock,US,2020-11-09 11:16:43,34.88,-76.9,66.0,93,90,8.05
186,Port Elizabeth,ZA,2020-11-09 11:16:43,-33.92,25.57,59.0,87,40,19.46
187,Auki,SB,2020-11-09 11:16:44,-8.77,160.7,79.05,82,72,2.19
188,Shabo,UA,2020-11-09 11:16:44,46.13,30.39,48.2,100,90,8.95
189,Norman Wells,CA,2020-11-09 11:16:45,65.28,-126.83,17.6,92,75,4.72
190,Meulaboh,ID,2020-11-09 11:16:45,4.14,96.13,80.64,79,100,1.77
191,Matara,LK,2020-11-09 11:16:45,5.95,80.54,82.69,72,49,5.84
192,Saint-Pierre,RE,2020-11-09 11:16:46,-21.34,55.48,80.6,69,20,23.04
193,Itarema,BR,2020-11-09 11:16:46,-2.92,-39.92,84.79,63,6,17.11
194,Talnakh,RU,2020-11-09 11:16:46,69.49,88.4,23.0,100,40,13.42
195,Paray-Le-Monial,FR,2020-11-09 11:16:46,46.45,4.12,59.0,77,0,2.24
196,Soyo,AO,2020-11-09 11:16:47,-6.13,12.37,80.15,77,99,11.81
197,Chokurdakh,RU,2020-11-09 11:16:47,70.63,147.92,-14.42,90,100,2.39
198,Bayshore Gardens,US,2020-11-09 11:16:47,27.43,-82.59,78.8,83,90,14.99
199,Sabha,LY,2020-11-09 11:16:47,27.04,14.43,70.3,44,0,5.95
200,Bermeo,ES,2020-11-09 11:16:48,43.42,-2.72,69.01,52,20,11.41
201,Clyde River,CA,2020-11-09 11:16:48,70.47,-68.59,-2.2,70,1,16.11
202,Ibra,OM,2020-11-09 11:16:48,22.69,58.53,88.74,31,48,11.74
203,Pangnirtung,CA,2020-11-09 11:16:48,66.15,-65.71,6.62,82,73,3.09
204,Salalah,OM,2020-11-09 11:11:51,17.02,54.09,87.8,31,0,5.82
205,Oranjestad,AW,2020-11-09 11:12:20,12.52,-70.03,78.8,94,40,3.36
206,Sitka,US,2020-11-09 11:14:00,57.05,-135.33,42.8,93,90,6.93
207,Vestmannaeyjar,IS,2020-11-09 11:16:49,63.44,-20.27,44.6,93,90,35.57
208,Canton,CN,2020-11-09 11:16:13,23.12,113.25,75.99,31,0,8.95
209,Lawigan,PH,2020-11-09 11:16:50,10.49,122.04,78.3,83,48,2.42
210,Kaputa,ZM,2020-11-09 11:16:50,-8.47,29.66,88.36,37,100,5.97
211,Kalmunai,LK,2020-11-09 11:16:51,7.42,81.82,83.88,71,19,10.09
212,Petropavlovsk-Kamchatskiy,RU,2020-11-09 11:16:51,53.05,158.65,23.0,67,98,11.18
213,Aksu,CN,2020-11-09 11:16:51,41.12,80.26,49.46,40,100,2.1
214,Fairbanks,US,2020-11-09 11:16:51,64.84,-147.72,28.4,92,90,4.7
215,Ponta Do Sol,PT,2020-11-09 11:16:52,32.67,-17.1,68.0,60,40,10.29
216,Torbay,CA,2020-11-09 11:16:52,47.67,-52.73,33.01,92,75,4.7
217,Sao Sebastiao,BR,2020-11-09 11:16:52,-23.76,-45.41,74.03,74,82,0.81
218,Qaqortoq,GL,2020-11-09 11:16:53,60.72,-46.03,26.6,92,75,3.56
219,Martapura,ID,2020-11-09 11:16:53,-3.42,114.85,82.4,83,20,3.36
220,Alyangula,AU,2020-11-09 11:16:53,-13.85,136.42,84.2,74,51,6.93
221,Calvinia,ZA,2020-11-09 11:16:53,-31.47,19.78,62.6,29,0,10.29
222,Beringovskiy,RU,2020-11-09 11:16:54,63.05,179.32,31.48,97,100,23.42
223,Paamiut,GL,2020-11-09 11:16:54,61.99,-49.67,21.34,89,100,34.05
224,Taian,CN,2020-11-09 11:16:54,36.19,117.12,61.0,34,1,0.98
225,Isangel,VU,2020-11-09 11:16:55,-19.55,169.27,74.8,78,95,15.28
226,Sao Joao Da Barra,BR,2020-11-09 11:16:55,-21.64,-41.05,77.0,88,90,2.24
227,Buraydah,SA,2020-11-09 11:16:56,26.33,43.98,87.8,35,0,9.17
228,Hualmay,PE,2020-11-09 11:16:56,-11.1,-77.61,61.12,86,86,5.06
229,Omsukchan,RU,2020-11-09 11:16:56,62.53,155.8,-5.73,87,100,4.94
230,Ribeira Grande,PT,2020-11-09 11:16:56,38.52,-28.7,66.2,68,75,20.8
231,Kieta,PG,2020-11-09 11:16:57,-6.22,155.63,80.67,76,95,2.1
232,Tuatapere,NZ,2020-11-09 11:16:57,-46.13,167.68,46.0,89,20,3.0
233,Opuwo,NA,2020-11-09 11:16:57,-18.06,13.84,96.94,11,69,8.63
234,Yuci,CN,2020-11-09 11:16:58,37.68,112.73,48.2,31,0,2.24
235,Namibe,AO,2020-11-09 11:16:58,-15.2,12.15,78.8,74,20,13.87
236,Planadas,CO,2020-11-09 11:16:59,3.2,-75.65,62.15,68,92,5.03
237,Mogadishu,SO,2020-11-09 11:16:13,2.04,45.34,84.2,62,75,10.29
238,Suluq,LY,2020-11-09 11:16:59,31.67,20.25,72.57,44,14,5.95
239,Hamilton,US,2020-11-09 11:16:59,39.18,-84.53,57.2,67,1,5.82
240,Pimentel,PE,2020-11-09 11:17:00,-6.84,-79.93,60.75,89,100,8.16
241,Codrington,AU,2020-11-09 11:17:00,-38.27,141.97,64.29,81,81,9.69
